Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2020-12-23,212.02,2021-01-06,211.0,2020-11-04-2020-12-07,209.11-213.3,Sell,10 days,0.48%,Fall by 1.98%,0.48%
2021-02-18,215.43,2021-02-24,213.27,2020-11-04-2021-01-29,209.4-213.3,Sell,4 days,1.0%,Fall by -6.88%,1.48%
2021-04-14,230.31,2021-04-14,230.31,2020-11-04-2021-03-04,207.49-213.3,Sell,0 days,-0.0%,Fall by 0%,1.48%
2021-05-14,231.72,2021-09-30,241.11,2021-03-04-2021-05-03,202.73-238.18,Buy,99 days,4.05%,Rise by 5.64%,5.54%
2021-08-03,236.95,2021-08-06,236.26,2021-06-15-2021-07-19,233.32-235.66,Sell,3 days,0.29%,Fall by 0.03%,5.83%
2021-08-06,236.26,2021-08-06,236.26,2021-07-19-2021-07-27,226.42-247.05,Buy,0 days,0.0%,Rise by 0%,5.83%
2021-12-02,248.8,2022-01-31,259.45,2021-10-07-2021-10-26,238.4-247.68,Sell,42 days,-4.28%,Fall by 13.54%,1.55%
2022-01-11,262.12,2022-01-20,253.13,2021-11-05-2021-11-30,247.9-254.62,Sell,7 days,3.43%,Fall by 11.38%,4.98%
2022-01-31,259.45,2022-11-15,267.84,2021-07-19-2022-01-04,226.42-271.15,Buy,206 days,3.23%,Rise by 3.28%,8.21%
2022-03-07,224.33,2022-03-14,226.18,2021-07-19-2022-01-04,226.42-271.15,Sell,5 days,-0.82%,Fall by -1.25%,7.39%
2022-03-08,222.79,2022-03-14,226.18,2021-07-19-2021-07-27,226.42-247.05,Sell,4 days,-1.52%,Fall by -1.25%,5.86%
2022-04-14,250.51,2022-04-14,250.51,2021-05-03-2022-03-10,222.05-235.38,Sell,0 days,-0.0%,Fall by 0%,5.86%
2022-05-04,254.32,2024-10-02,303.76,2022-03-10-2022-04-21,217.68-259.61,Buy,630 days,19.44%,Rise by 4.21%,25.3%
2022-06-07,248.94,2022-06-10,237.38,2022-04-21-2022-05-19,232.15-254.88,Sell,3 days,4.64%,Fall by -5.48%,29.95%
2022-08-08,256.8,2022-08-10,261.36,2022-05-31-2022-06-17,235.49-248.63,Sell,2 days,-1.78%,Fall by 3.47%,28.17%
2022-09-06,254.39,2024-01-30,294.65,2022-05-19-2022-08-17,228.34-267.97,Buy,365 days,15.83%,Rise by 1.05%,44.0%
2022-11-17,273.36,2022-12-27,266.84,2022-08-17-2022-09-30,234.83-265.58,Sell,28 days,2.39%,Fall by 2.32%,46.38%
2022-12-02,273.4,2022-12-16,266.12,2022-09-30-2022-11-10,230.58-281.67,Buy,10 days,-2.66%,Rise by 3.23%,43.72%
2023-03-01,262.72,2023-03-15,266.34,2022-11-10-2023-01-03,264.35-272.58,Sell,10 days,-1.38%,Fall by -5.84%,42.34%
2023-03-14,265.9,2023-03-15,266.34,2023-01-17-2023-02-09,263.95-270.02,Sell,1 days,-0.17%,Fall by -5.84%,42.18%
2023-05-26,286.04,2023-05-26,286.04,2023-01-03-2023-05-09,259.51-298.86,Buy,0 days,0.0%,Rise by 0%,42.18%
2023-06-12,288.57,2023-06-12,288.57,2021-03-04-2023-05-09,202.73-298.86,Buy,0 days,0.0%,Rise by 0%,42.18%
2023-06-27,291.3,2023-06-28,291.74,2023-05-09-2023-06-08,286.06-296.3,Sell,1 days,-0.15%,Fall by 4.01%,42.03%
2023-08-08,289.58,2024-01-30,294.65,2023-06-08-2023-07-21,280.0-299.35,Buy,125 days,1.75%,Rise by 1.05%,43.78%
2023-08-23,281.87,2024-10-02,303.76,2021-03-04-2023-07-21,202.73-299.35,Buy,290 days,7.77%,Rise by 4.21%,51.54%
2023-09-06,275.44,2023-09-08,279.22,2023-06-08-2023-07-21,280.0-299.35,Sell,2 days,-1.37%,Fall by 11.1%,50.17%
2023-09-21,271.22,2023-09-21,271.22,2023-05-09-2023-09-06,278.65-296.3,Sell,0 days,-0.0%,Fall by 0%,50.17%
2023-09-25,269.78,2023-10-02,257.75,2021-03-04-2023-05-09,202.73-298.86,Sell,5 days,4.46%,Fall by -14.1%,54.63%
2023-10-03,254.49,2023-10-03,254.49,2023-01-03-2023-07-21,259.51-299.35,Sell,0 days,-0.0%,Fall by 0%,54.63%
2023-10-26,255.83,2023-10-26,255.83,2023-05-09-2023-10-06,250.82-296.3,Sell,0 days,-0.0%,Fall by 0%,54.63%
2023-11-15,270.39,2023-12-04,286.13,2021-03-04-2023-07-21,202.73-299.35,Sell,13 days,-5.82%,Fall by -1.0%,48.81%
2023-12-20,288.99,2024-03-15,279.14,2023-03-07-2023-10-06,250.82-266.82,Sell,62 days,3.41%,Fall by 4.91%,52.22%
2024-01-31,292.72,2025-03-13,297.5,2023-06-08-2024-01-22,280.0-302.39,Buy,291 days,1.63%,Rise by 6.98%,53.85%
2024-02-08,291.93,2024-10-02,303.76,2023-10-06-2024-01-22,245.73-302.39,Buy,169 days,4.05%,Rise by 4.21%,57.9%
2024-03-01,290.73,2024-03-06,292.93,2024-01-22-2024-02-06,284.68-297.74,Sell,3 days,-0.76%,Fall by 9.39%,57.15%
2024-04-03,275.54,2024-04-05,266.69,2023-06-08-2024-01-22,280.0-302.39,Sell,2 days,3.21%,Fall by -0.3%,60.36%
2024-05-02,273.28,2024-05-02,273.28,2024-01-22-2024-04-10,268.99-297.74,Sell,0 days,-0.0%,Fall by 0%,60.36%
2024-05-13,271.32,2024-05-23,257.93,2021-03-04-2024-01-22,202.73-302.39,Sell,8 days,4.94%,Fall by 4.7%,65.29%
2024-05-20,267.87,2024-05-20,267.87,2024-01-22-2024-04-30,276.87-297.74,Sell,0 days,-0.0%,Fall by 0%,65.29%
2024-05-23,257.93,2024-05-29,249.37,2023-01-03-2024-01-22,259.51-302.39,Sell,4 days,3.32%,Fall by 1.42%,68.61%
2024-06-11,254.28,2024-06-21,259.39,2024-04-25-2024-05-29,253.8-274.72,Sell,8 days,-2.01%,Fall by 5.23%,66.6%
2024-06-28,254.84,2024-06-28,254.84,2024-01-22-2024-05-29,253.8-297.74,Sell,0 days,-0.0%,Fall by 0%,66.6%
2024-07-09,245.82,2024-07-11,254.8,2023-10-06-2024-01-22,245.73-302.39,Sell,2 days,-3.65%,Fall by 1.31%,62.95%
2024-07-25,251.46,2024-07-25,251.46,2023-05-09-2024-07-09,247.4-296.3,Sell,0 days,-0.0%,Fall by 0%,62.95%
2024-08-12,269.46,2024-08-12,269.46,2023-03-07-2024-07-09,247.4-266.82,Sell,0 days,-0.0%,Fall by 0%,62.95%
2024-11-01,295.21,2024-11-01,295.21,2024-07-09-2024-10-21,243.53-317.9,Buy,0 days,0.0%,Rise by 0%,62.95%
2024-11-25,296.19,2024-11-25,296.19,2023-06-08-2024-10-21,280.0-317.9,Buy,0 days,0.0%,Rise by 0%,62.95%
2025-01-06,292.18,2025-01-10,282.31,2024-10-21-2024-11-21,288.6-314.41,Sell,4 days,3.38%,Fall by -5.38%,66.33%
2025-01-10,282.31,2025-01-21,282.61,2021-03-04-2024-10-21,202.73-317.9,Sell,7 days,-0.11%,Fall by -5.27%,66.22%
2025-01-16,279.74,2025-02-05,288.83,2023-06-08-2024-10-21,280.0-317.9,Sell,14 days,-3.25%,Fall by -3.0%,62.97%
2025-02-04,289.77,2025-02-05,288.83,2024-10-21-2025-01-16,280.95-314.41,Sell,1 days,0.32%,Fall by -3.0%,63.3%
2025-02-19,301.94,2025-02-24,307.57,2024-12-06-2025-01-16,280.95-298.61,Sell,3 days,-1.86%,Fall by 3.27%,61.43%
2025-03-18,303.6,2025-03-18,303.6,2024-07-09-2025-03-10,243.53-326.32,Buy,0 days,0.0%,Rise by 0%,61.43%
2025-04-09,303.96,2025-04-09,303.96,2025-01-16-2025-03-10,276.53-326.32,Buy,0 days,0.0%,Rise by 0%,61.43%
2025-05-02,311.96,2025-05-06,316.79,2025-03-10-2025-04-07,304.88-315.74,Sell,2 days,-1.55%,Fall by 9.86%,59.88%
2025-06-18,289.63,2025-06-24,291.47,2021-03-04-2025-03-10,202.73-326.32,Sell,4 days,-0.64%,Fall by -1.03%,59.25%
2025-07-02,294.63,2025-07-28,299.22,2022-03-10-2025-03-10,217.68-326.32,Sell,18 days,-1.56%,Fall by 1.81%,57.69%
2025-07-09,293.02,2025-07-28,299.22,2025-04-25-2025-05-12,312.18-315.03,Sell,13 days,-2.12%,Fall by 1.81%,55.57%
2025-07-22,299.17,2025-07-22,299.17,2025-04-25-2025-06-26,286.79-315.03,Sell,0 days,-0.0%,Fall by 0%,55.57%
2025-09-17,304.97,2025-09-17,304.97,2025-06-26-2025-09-04,283.47-319.43,Buy,0 days,0.0%,Rise by 0%,55.57%
2025-10-29,302.35,2025-10-29,302.35,2025-09-04-2025-10-09,295.12-316.48,Sell,0 days,-0.0%,Fall by 0%,55.57%
